name,blurb,goal,campaign_duration,latitude,longitude,category,subcategory,outcome,days_to_success,Category+Subcategory
Scatter Joy - Art Abandonment Project To Promote Love,"Traveling thru 5 states in 5 days, leaving little works of art along the way to promote love, peace & goodwill in these divisive times",500,14,34.852618,-82.39401,art,public art,0,0,art_public art
"""Epic Play"" - LIMITED Edition Game Knights Playmat","""Epic Play"" is a limited edition playmat from the popular Game Knights series with art by Jesper Ejsing.
Only available until Sep 27th!",1000,41.99729167,34.052234,-118.243685,games,tabletop games,1,41.99729167,games_tabletop games
Artisan Chutney straight from Chef Mol's Kitchen with love,Passionate about creating new concepts in British Chutney making,8000,30,51.507218,-0.127586,food,farmer's markets,0,0,food_farmer's markets
"POV Disk - wall clock, pixel display and many more.",Persistence of vision display. This creates similar effect like light photography but in real time.,8000,37,51.507218,-0.127586,technology,diy electronics,0,0,technology_diy electronics
Summer Camp - A creative space for makers and artists alike.,"Summer Camp is an old gas station that will have workshops, custom art framing, and carry vintage & home goods.",5000,30,34.44805,-119.242889,technology,makerspaces,1,30.00005787,technology_makerspaces
"""Une Danse avec la Nature"", a photography/ballet project",This unique and beautiful project endeavors to deliver images that capture the powerful relationship between ballet and nature.,1950,30.04166667,35.994033,-78.898619,photography,fine art,1,30.04166667,photography_fine art
Ragamuffins Redux,Meet the Ragamuffins -  Protecting the Chronoverse to prevent the Epochalypse!,800,30.53351852,52.486243,-1.890401,comics,graphic novels,1,30.53351852,comics_graphic novels
Concord Road Art Project and Restoration,Help Local Artists and Businesses find an Outlet for their Creativity with this Foreclosed and soon to be Rescued Abandoned House.,48000,30,38.641226,-75.611038,design,architecture,0,0,design_architecture
"Monte Pittman's new album ""M.P.3: The Power Of Three, Pt. 2""",This is the Kickstarter project for my new upcoming album. It's heavy & you can be a part of it! MONTSTER WORLD DOMINATION 2013!,5000,30,34.052234,-118.243685,music,rock,1,30,music_rock
Ferrofluid Clock,"An amazing new clock design featuring magnetic liquid hands, a modular design and changeable faces.",7500,30,32.609857,-85.480782,design,product design,1,30,design_product design
Alternative Collection Leather Unisex Shoe line from Italy,Alternative shoe line representing the LGBT & supporting community. The shoe line is custom handmade from Italy 100% Italian Leather,1950,30,45.706887,12.361113,fashion,footwear,0,0,fashion_footwear
Fading Faith - Winter Production,"Help Edwin save Christmas! An original winter production - ""Fading Faith"" - for our elementary Musical Theater students!",1000,30.32459491,33.907775,-118.083005,theater,plays,0,0,theater_plays
US National Parks: Picturing the Little Things,"I want to travel through the National Parks to take pictures of the little things, the ""missed"" things, that people overlook.",7000,45,47.307323,-122.228453,photography,photobooks,1,45,photography_photobooks
Angelica 1946,"The adventures of a very beautiful and sexy lady in an Italy's backward old town, only one year past the end of the second world war.",750,18.2687963,38.11569,13.361487,comics,webcomics,1,18.2687963,comics_webcomics
You Hold the World / Lockdown LP by Olly Knight,"An album of songs about Jesus, written in lockdown and providing employment for people who've lost their jobs due to CV19",4500,30,51.280233,1.078909,music,faith,1,30,music_faith
HerSheMe,Exploring the emotions of womanhood & what it means to exist in a world not always bearable-yet we bear..always staying in continuum.,2100,14.16350694,34.092809,-118.328661,art,performance art,0,0,art_performance art
Employ Veterans through Handcrafting Military Replicas,"Employ vets to build military vehicles for service members, veterans, and civil service. I also donate about 40%+ of what I build.",30000,30,33.925436,-80.29619,crafts,woodworking,0,0,crafts_woodworking
Talented Recording Artist: M.I.P 's EP Fund,"To Connect the world with music that would rarely be recognized, but needs to be heard.",10000,60,38.581572,-121.4944,music,hip-hop,0,0,music_hip-hop
Void: Reborn,Battling to save of a world that isn't their own; four wisecracking teens fight the forces of darkness to save their babysitter.,5000,45,32.080899,-81.091203,games,mobile games,0,0,games_mobile games
"Pre-orders for ""The Chimera of Prague"" a novel","Divorced expat Joseph, gap year in the late nineties, womanizing Prague with a vengeance. It's a love affair with a magical city.",1000,56.6722338,35.227087,-80.843127,publishing,fiction,1,56.67224537,publishing_fiction
The World's Most Violent Football League,Help kickstart season3 of the single most exciting football league that plays football the way it should be played. No pads. Tackle.,100000,30,35.227087,-80.843127,film & video,action,0,0,film & video_action
"""Catharsis"" - A solo painting exhibition, August 2015 in NYC",A collection of paintings exploring the darker reaches of the human psyche.,9000,29.95833333,34.052234,-118.243685,art,painting,1,29.95835648,art_painting
ALOE VERITAS - Arts and Letters Of the Earth,A Publication that explores the Vegan Worldview and Way of Life,1000,40,29.883275,-97.941394,publishing,zines,0,0,publishing_zines
Ghosts in the Attic: A teenage mutant Ninja Turtle fanfilm,An original animated movie about Vinny the fifth turtle tmnt/teenage mutant ninja turtle fanfilm,50,30,36.643673,-93.218514,film & video,animation,0,0,film & video_animation
Nura: Headphones that learn and adapt to your unique hearing,Headphones with in-ear and over-ear design that automatically tune to your unique hearing profile in 30sec. Hear and feel every note.,100000,60,-37.813628,144.963058,technology,sound,1,60,technology_sound
Re: Magazine,"Re: Magazine is the Savannah College of Art and Design's premiere fashion, art and culture publication.",3000,16.16068287,32.080899,-81.091203,publishing,periodicals,1,16.16070602,publishing_periodicals
Road to Astrophotography,"As I fell in love with astrophotography, I would really like to take more pictures of the Milkyway. A better lens is really needed.",2000,30,56.162939,10.203921,photography,nature,0,0,photography_nature
A Farmers' Market for all Seasons!,"Farm to table storefront. A year-round ""farmers' market"" location for our farm and our partner farms. Say no to BIG BUSHEL STORES!!",25000,45,36.022873,-95.968328,food,farmer's markets,0,0,food_farmer's markets
Ryan Johnson Group - Let It Go,12 song album of original jazz compositions featuring the talents of many incredible musicians!,4000,40,42.360082,-71.05888,music,jazz,1,40,music_jazz
Forget Me Knot,Not your grandmother's afghan!  Crochet blankets handmade with creativity and no cat hair,1000,30,33.119287,-97.025564,crafts,crochet,0,0,crafts_crochet
Love & Inspiration (The 2nd Compilation),"All original, 10 track album of love and inspirational music by Collins Vance III.",3000,7,33.981537,-81.236211,music,r&b,0,0,music_r&b
Iran - A Mystery Narrated Through Photos,"My goal is to create a photobook about Iran - Iran as it is â€“ its ups and downs, bright and dark, its colors and its peoples.",24900,60.04166667,35.840019,50.939091,photography,photobooks,0,0,photography_photobooks
From Garden to Table,"Two women farmers, Jill Theriault and Laura Saueracker, using vertical hydroponic technology to feed more people better food.",10000,60,53.546124,-113.493823,food,farms,0,0,food_farms
Andiaho illustrations,"Composez-vous mÃªme vos planches de stickers selon vos besoins en choisissant la taille, le nombre, le colorie, lâ€™orientation.",27000,48.04166667,49.213065,2.39694,design,interactive design,0,0,design_interactive design
The Barnacle Action Camera,"What is the Barnacle you say? Well think of a smaller, lighter, lower profile, custom action camera. That's the Barnacle.",25000,30,-35.280937,149.130009,technology,camera equipment,1,30,technology_camera equipment
TENMO - Thereâ€™s a Nebula in That Coffee Cup,When Tenmoku Porcelain Meets Coffee.,60000,48,24.479833,118.089425,design,product design,1,48,design_product design
"Kickstarting my album ""January Hopeful"" by Michael Maloney",Join Michael as he presents a new album of original songs,1000,33,42.360082,-71.05888,music,indie rock,1,33,music_indie rock
AW:AN - sleep & loungewear you never want to take off,Sustainable performance textiles meet feminine & super flattering designs. Look & feel great effortlessly.,50000,29.54677083,59.913869,10.752245,fashion,apparel,1,29.54678241,fashion_apparel
The Guardians of Midas Millem,"The Guardians are a powerful coven to protect magic, until one of them succumbs to the darkness and a new Guardian is chosen to ascend.",2500,60,54.72941,-1.88116,publishing,fiction,1,60,publishing_fiction
Manga Big Bang! Prototype,Manga Big Bang! Prototype contains 5 one-shot manga stories which are pilots of the series to be run in the UK's manga magazine.,2598,30,51.507218,-0.127586,comics,graphic novels,1,30,comics_graphic novels
COWBOYS & JESUS,"It is the modern day telling of"" The Prodigal Son"". With a backdrop of high school football and  Pro Rodeo.",50000,30,34.5037,-93.055179,film & video,family,0,0,film & video_family
The Megidda: First Daughter of Heaven,YA Paranormal Thriller - What happens when Armageddon is the only way to save the world? One teenage girl is about to find out.,1500,30,41.408969,-75.662412,publishing,young adult,0,0,publishing_young adult
Disc Golf Course - David's Eagle Project - Central NJ,"For my Eagle Project I am designing and building a Professional 18 hole disc golf course in Middlesex County, NJ. All are welcome",9500,60.04166667,40.352608,-74.440151,design,architecture,1,60.04166667,design_architecture
NZ MADE TURTLENECK JUMPERS,I want to create beautiful turtle neck jumpers for women made here in New Zealand - they will be small production runs,1000,30,-36.850883,174.764488,fashion,ready-to-wear,0,0,fashion_ready-to-wear
Make Your Mark,Utilizing a public space for artists and non-artists to create five paintings collaboratively.  What would your mark be?,500,7.273622685,39.739236,-104.990251,art,painting,1,7.273622685,art_painting
Our first DVD ever,"With your help, we will finally be able to record our first DVD",8500,29.95833333,44.977753,-93.265011,music,world music,0,0,music_world music
Allagash Vinyl Pressing,We're trying to raise enough money to press our album on vinyl.,2200,30,49.92492,-97.135528,music,metal,1,30,music_metal
Codeless App Development - A Fun Bite-Sized Video Course!!!,Engaging Bite-Sized Video Tutorials on how to make 2D Gaming Apps from Scratch with NO CODE from Start to Finish for iOS & Android!,5000,30,51.507218,-0.127586,games,mobile games,0,0,games_mobile games
"Better Tools, Better Results","I am about to make a film called ""Apokalupsis"" (and more films this summer) and in order for it to be better than ever I need some help",50,30,33.019843,-96.698886,film & video,comedy,1,30,film & video_comedy
Colombian Rhythms + Big Band = G.U.B.B.'s FIRST ALBUM!,I lead a 16-piece band that blends vibrant COLOMBIAN RHYTHMS with powerful BIG BAND ARRANGING. Help us record our first album!,10000,60,40.712775,-74.005973,music,world music,1,60,music_world music
Save Local Press!,Stay Local! Local press will perish without support. hello Redding needs your help to continue sharing information about our great town,3500,30,41.30454,-73.392898,journalism,web,1,30,journalism_web
The (out)Siders Project,A new work inspired by the classic novel and created by Dallas teens under the direction of professional artists.,3500,30,32.776664,-96.796988,theater,plays,1,30.00003472,theater_plays
"SANDS OF TIME True Story of Abuse, Dementia & Survival","Bill has dementia. His daughter is in an abusive marriage. They face the challenge of their life, but will their relationship survive?",3900,30,53.817505,-3.035675,film & video,television,0,0,film & video_television
Be Part of the Production for Marye Lobb's 2nd Album.,"A world music project in New York, NY by mary e lobb",6000,30,40.712775,-74.005973,music,world music,0,0,music_world music
Return to Nature,"A photographic book that talk about the relationship between human and nature.
An high quality book, numbered and signed by author.",2500,39.95833333,45.736577,11.382865,photography,photobooks,0,0,photography_photobooks
See Sense AIR: A new way to protect and locate your bike,An accurate and long-lasting bike tracker with cutting-edge NB-IoT coverage,18000,26.49997685,54.597285,-5.93012,technology,gadgets,1,26.49997685,technology_gadgets
Keep Kemistry Alive!,Londonâ€™s iconic Kemistry Gallery is facing closure. Support our pop-up 10th anniversary show and secure our future in a new home.,15000,30.04166667,51.507218,-0.127586,design,graphic design,1,30.04170139,design_graphic design
Whatever It Takes Tour,"My goal is to be a leading force in this new age that both the entertainment industry,and world are going into.",5000,28,41.033986,-73.76291,music,hip-hop,0,0,music_hip-hop
Firewoodisland | StÃ¸tte for EP slipp & promo,"Venner & familie. I April slipper vi vÃ¥r EP med 5 nye lÃ¥ter. Ã… slippe musikk pÃ¥ orntlig er dyrt, og vi kan ikke gjÃ¸re det uten dere. x",2000,30,59.282306,5.280175,music,indie rock,1,30,music_indie rock
"""Number 1 Bigfoot"" Beer Stein",MÃ¼nkstein brings to you â€œNew Steins for the Modern Generationâ€,15000,30,45.515232,-122.678385,art,ceramics,1,30.0000463,art_ceramics
Explore The Underwater Realm,A series of five films set entirely underwater exploring our oceans like never before!!,60000,31.02200231,50.372707,-4.175922,film & video,narrative film,1,31.02200231,film & video_narrative film
Make 100 Miniature Landscape Paintings.,"I will be creating 100 miniature landscape paintings.
Each work will be an original painting, on 2 inch by 2 inch stretched canvas.",500,30,32.460976,-84.987709,art,painting,1,30,art_painting
B-Uhr -CONNECTED-,Classic World War II Pilot Watch that Connects with your Smartphone,120000,30,22.258759,114.19107,design,product design,1,30,design_product design
The Young Hero,A teen who must learn to be a hero,3000,25,29.424122,-98.493628,publishing,young adult,0,0,publishing_young adult
Illitica Presents: Ill Flame Thoughts,The Book of poems showcasing raw passion-fueled connection when you are around your twin flame. The true desires of something powerful.,11321,31.97099537,42.035408,-88.282567,publishing,poetry,0,0,publishing_poetry
Puppets teach small businesses how to be successful!,"Ask A Bookkeeper is a web series educating small business owners with fun & understandable lessons in teamwork, success, & profit.",15000,39.09001157,42.194576,-122.709477,film & video,webseries,1,39.09003472,film & video_webseries
Victoria Watts is Making Another Record!!!,"Thanks to the love and support of friends, family, and wonderful fans, I have the opportunity to create another record!!!",2600,30,39.952584,-75.165222,music,pop,1,30,music_pop
Trek: A Photographic Adventure Book for Your Coffee Table,"I am capturing the landscape, people, and my adventures on a trip through the states.",500,32,39.099727,-94.578567,art,digital art,1,32.00001157,art_digital art
luxury Restaurant Italian Russian,"I would like to create an upscale restaurant with a mixed Russian and Italian food, With a kitchen you can not resist.",120000,60,45.464204,9.189982,food,restaurants,0,0,food_restaurants
Foundation : A new era of organic city-building simulation!,"Foundation is a grid-less, sprawling medieval city building simulation with a heavy focus on organic development and monument creation.",75000,30.1671412,46.813878,-71.207981,games,video games,1,30.16715278,games_video games
Space Bat: A Space Odyssey soft enamel pins,We are making 1.5 inch soft enamel pins commemorating the short brilliant life of Space bat and his journey to the stars.,189,30,29.785777,-95.824509,fashion,accessories,1,30.00001157,fashion_accessories
Czar's Nano Brewing - Bringing Imperials to New Hampshire,"Help us create a Royal Nano and quench local thirst. We'll bring the Granite State Imperial size taste in small, hand crafted batches.",3500,30,42.99564,-71.454789,food,drinks,0,0,food_drinks
Theobroma - cacao to make a living for smallholder farmers,"A central collection site ""acopio"" for fine cacao generates a positive impact for an afro-colombian cooperative and their ecosystem",24000,58.61517361,3.26177,-76.540327,food,farms,0,0,food_farms
ROLLâ€¢Aâ€¢SKETCH : Whimsical Coloring Book & Original Art,"A bestiary of bizarre and wonderful creatures, each one randomly generated by rolling dice.",1,20.75997685,33.985047,-118.469483,publishing,art books,1,20.76012731,publishing_art books
Revista CRACK style,"DescripciÃ³n y anÃ¡lisis de la cultura y estilo de vida relacionado al mundo del fÃºtbol, historias dentro y fuera de la cancha",250000,60,19.432608,-99.133208,publishing,periodicals,0,0,publishing_periodicals
{ S U P E R P O S I T I O N },"A juried show of glass and glass-related sculpture in Seattle WA in June, 2011 concurrent with the Glass Art Society Conference.",4000,41.95833333,47.606209,-122.332071,art,sculpture,1,41.95834491,art_sculpture
Harmony - A Short Film,If you had to choose one song that captured all that you are as a human being...what song would you choose?,10000,30,34.052234,-118.243685,film & video,festivals,1,30.00069444,film & video_festivals
Universe Pins,"The entire solar system in the palm of your hand (on your jacket, bag, banner, wherever)!!",3333,21.16605324,45.501689,-73.567256,fashion,accessories,1,21.16606481,fashion_accessories
SUPERcase: All day recording for GoProÂ® Hero 3&4,The Si-Jex SUPERcase takes your GoPro and supercharges it with 5X the battery life and 8X the storage capacity.,30000,45.04166667,30.267153,-97.743061,technology,camera equipment,0,0,technology_camera equipment
"""Sex in Stock"": An Artistic Exploration of Societal Sexism",Live art-exhibits/social experiments that expose how women's bodies can be purchased and what it says about our society.,500,60.04166667,40.712775,-74.005973,art,performance art,0,0,art_performance art
Hava: Revolutionizing Lives with Low-Cost PPE,Covid-19 response,3500,30,38.029306,-78.476678,technology,wearables,0,0,technology_wearables
Unsettled Business - Animated Short Film,"An animation of friends who have been kidnapped by the evil mafia boss Reznov, they must work together to survive a deadly situation.",1,25.04166667,51.430921,-0.09365,film & video,animation,1,25.04166667,film & video_animation
TYDE vs TYGRA -- IRON BOWL GLADIATRIXES,FARO COMICS is coming to Alabama's Iron Bowl & we are bringing new MATURE POSTER ART & a Special Holiday Edition FLASH V HULK Poster.,2500,23.27212963,32.609857,-85.480782,comics,events,1,23.2721412,comics_events
OUT OF MY COMFORT ZONE Feature Film Musical: finishing funds,"A coming of age, anti-bullying, LGBTQ teen rock musical set in a New York City school.",50000,60,40.712775,-74.005973,film & video,family,0,0,film & video_family
Seven Deadly (Cat) Pins,A selection of 7 weird cat pins based on my favorite memes.  Made from enamel.,500,15,51.507218,-0.127586,art,illustration,1,15,art_illustration
The Blue Max,World War 1 dogfight game in a charming comic style. At first for IOS - iPhone and iPad - and Apple TV 4,12000,30,48.30694,14.28583,games,mobile games,0,0,games_mobile games
Archigrams: Prints of Modern Architecture Icons that Inspire,"Whimsical & informative designs of Modern Architectureâ€™s most famous buildings, available in print packs & posters",3000,12.48511574,40.712775,-74.005973,design,architecture,1,12.48516204,design_architecture
Safa wants you to support her to achieve her dream,I am 18 years old Yemeni refugee Girl.I'm a painter and illustrator of the whimsical and fantastical.I paint mostly comic characters.:),300,30,51.044733,-114.071883,art,painting,1,30,art_painting
The LARB Summer Interns Make a Magazine of Their Own,The Los Angeles Review of Books summer interns have once again taken over the print magazine. Help us bring it to print!,4500,17.4097338,34.052234,-118.243685,publishing,literary journals,1,17.40974537,publishing_literary journals
Adopted Creations,"100% all natural wood home decor from bread boxes made to order, personalized cutting boards and custom home furnishing.",10000,30,38.581572,-121.4944,crafts,woodworking,0,0,crafts_woodworking
The Queen's New Guard,A documentary about a small police bagpipe band with big dreams; to change the Queen's Guard at Buckingham Palace,50000,30,49.282729,-123.120738,film & video,documentary,1,30,film & video_documentary
VacDusterÂ®,"A patented circular brush twirls inward from all sides, sweeping dust toward the center, where the internal vacuum captures/removes it.",90000,60,40.668836,-111.824656,technology,gadgets,0,0,technology_gadgets
"Unexpected Stage's Dani Girl, A New Musical","Meet Dani, a 9 year old battling leukemia. This witty musical inspires us to believe in the indomitable power of human imagination.",4000,30,38.907192,-77.036871,theater,musical,1,30,theater_musical
COS Downtown Pop Up Drive In,"Bringing back Drive In Movie Theaters to Downtown Colorado Springs, Pop Up style!",15000,60,38.833882,-104.821363,film & video,movie theaters,0,0,film & video_movie theaters
Karl Ove Knausgaard's My Struggle: Book One SPECIAL EDITION,Archipelago Books needs your support to publish a hardcover edition of MY STRUGGLE: BOOK ONE by Karl Ove Knausgaard!,20000,30,40.678178,-73.944158,publishing,fiction,1,30.00003472,publishing_fiction
KIDS Stuff,"The Mostly, Probably, True Adventures of the Kids Imaginary Defense Squad",4800,31.00859954,38.990666,-77.026088,publishing,children's books,1,31.00861111,publishing_children's books
De La Soul's NEW ALBUM,Welcome 2 making magic. The time has finally come: De La Soul is ready to record a new studio LP.,110000,33,34.052234,-118.243685,music,hip-hop,1,33.00003472,music_hip-hop
Call Us Ishmael:,"The Moby-Dick documentary, a movie about a book. One whale of a tale.",12500,32.85106481,42.331427,-83.045754,film & video,documentary,1,32.85106481,film & video_documentary
Green Mountain High School Performing Arts,GMHS Performing Arts is putting on Joseph and the Amazing TechnicolorÂ® Dreamcoat for the 2017 Spring Musical!,1500,40.53864583,39.704709,-105.081373,art,performance art,1,40.53864583,art_performance art
"ARA, UNTAMED: A Documentary that Gets Magical AND Real","Deep into the pandemic and BLM protests, a young girl breaks free from suburbia in this magical realism documentary.",15500,25.44075231,40.014986,-105.270546,film & video,documentary,1,25.44075231,film & video_documentary
KODACHROME: The Movie,"Two filmmakers are out on the road with a few Super 8 cameras & actors, shooting the very last rolls of Kodachrome movie film...",12500,31.0405787,36.162664,-86.781602,film & video,narrative film,1,31.04070602,film & video_narrative film
95 Theses 500 â€” Limited Edition Posters for the Reformation,Celebrating 500 years of the Reformation with beautiful typographic posters featuring the full Latin text of Martin Luther's 95 Theses.,2500,30.61956019,37.540725,-77.436048,design,graphic design,1,30.61957176,design_graphic design
Walking Dead in Lego,The Walking Brick,1200,22.05717593,55.864237,-4.251806,film & video,animation,0,0,film & video_animation
Space Thief: Between Planets,A concept album.,500,30,40.760779,-111.891047,music,rock,1,30.00001157,music_rock
Andrew Blu's first full-length album,"Andrew Blu is a singer, rapper and producer who's working on his first full-length album, and now he needs your help.",4500,10.20572917,59.713997,14.169844,music,hip-hop,0,0,music_hip-hop
"I SURVIVED 3 TYPES OF ABUSE, SEXUAL, PHYSICAL & MENTAL!",Inspirational Incredible True Story Of Survival,50000,30.99289352,27.950575,-82.457178,film & video,movie theaters,0,0,film & video_movie theaters
Proof Porch Project,Proof Porch Project. A new bilingual adaptation of an American classic. Coming to King County porches in summer 2017.,2500,17.31078704,47.606209,-122.332071,theater,plays,1,17.31078704,theater_plays
3d Printed Bomb Suit Figure EOD,Custom EOD Bomb Suit 3D figure with moving joints.,3000,35,36.663447,-87.47739,art,mixed media,1,35.00060185,art_mixed media
Romatika - Sous le contrÃ´le des MÃ©dicis,"Romatika est un jeu de gestion et stratÃ©gie jouable par navigateur. En pleine Renaissance Italienne, prenez le contrÃ´le de l'Italie.",3400,14.16319444,45.501689,-73.567256,games,mobile games,0,0,games_mobile games
The Ghosts That Haunt Us,A paranormal poetry book.,75,30,35.6804,139.769017,publishing,poetry,1,30,publishing_poetry
Anime Website,"Hello guys,

I need $25,000 to start my own anime website",25000,60,40.717754,-74.043143,design,graphic design,0,0,design_graphic design
DEADLY RETRIBUTION,A feature- length action film,75000,60,42.331427,-83.045754,film & video,action,0,0,film & video_action
Tarot Deck by Brian Huntress,Trying to raise money for the first official printing of my custom designed Tarot Deck. Drawn in the style of my usual paintings.,1000,30,42.130656,-70.916155,art,digital art,1,30,art_digital art
Roger Hoover - Pastures of Plenty,"Americana songwriter, Roger Hoover, needs your help releasing his new record Pastures of Plenty!",11000,30,41.153667,-81.357886,music,country & folk,1,30.00053241,music_country & folk
Raw Light - Pressure Forged Glow Rings,"Four times harder and three times lighter than stainless steel.  
Pressure forged glow rings made for an active lifestyle.",10000,30,40.760779,-111.891047,fashion,jewelry,1,30,fashion_jewelry
Swords 'n Magic and Stuff - Cooperative Open World RPG,"Discover ancient ruins, hunt for treasure, defeat bosses and decorate your house in this immersive, hand crafted, casual online RPG.",21950,30,47.606209,-122.332071,games,video games,1,30,games_video games
Awesome Asian Americans: 20 Stars Who Made America Amazing,"Enjoy spectacular stories of 10 women & 10 men who inspire us to change the world, brought to life with fantastic comic book artwork.",6000,30,37.774929,-122.419415,comics,anthologies,1,30,comics_anthologies
Craft Beer Micro Photography,"Photographs under a microscope of crystallized craft / micro brew beers, featured as contemporary art.",15000,33.51747685,43.073052,-89.40123,photography,fine art,0,0,photography_fine art
Khuvsgul Lake Photo Book Project,A unique photo book done by Photographers from around the world about Lake Khuvsgul and its natural beauty in Mongolia.,38000,30,49.64289,100.17719,photography,photobooks,0,0,photography_photobooks
ABC's for Designers,Satirical mini books about the struggles of the creative process.,500,30,42.96336,-85.668086,design,graphic design,0,0,design_graphic design
The Retros - Secret Identity,The long-awaited second volume of The Incredible Retros!,500,29.01703704,44.953703,-93.089958,comics,graphic novels,1,29.01704861,comics_graphic novels
Weird Folk: A Suburban Horror Comedy - Feature Film,The unsettling misadventures of various residents on election night 2016. Where were you on election night?,47000,30.91008102,34.052234,-118.243685,film & video,horror,0,0,film & video_horror
Pillow Fight! (fantabulous music video and fight against Multiple Sclerosis),Pillow Fight is a music video about grown men pillow fighting. We are using this video as a support platform for the fight against Multiple Sclerosis.,1500,20.33695602,41.878114,-87.629798,film & video,narrative film,1,20.33712963,film & video_narrative film
The GiftGiver Co-operative,A new piece of interactive theatre celebrating anniversaries in long distance relationships for a playing audience in the real world.,1250,28.22591435,55.953252,-3.188267,theater,immersive,1,28.22591435,theater_immersive
Global Community Recorder Orchestra,"Spread Viral Music, not the virus",6400,37.043125,42.331764,-71.121163,music,classical music,1,37.04313657,music_classical music
Never Ever Stop: An Adventure Photography Exhibition,A two-month exhibition of photography at Healthy Rhythm Art Gallery with an emphasis on the alpine realms of the US and Peru.,2400,9.500185185,38.47832,-107.876174,photography,fine art,1,9.500196759,photography_fine art
The ENCODED,"The Encoded is one part Minority Report meets The Purge, and another part a reverse twist on the classic Man vs. Machine story.",3500,30.42717593,41.878114,-87.629798,comics,comic books,1,30.42717593,comics_comic books
Simply Coding - Youth Programming Courses,Our vision is to allow every student the opportunity to learn computer science and write their own code.,2000,30,40.376895,-111.795765,technology,software,0,0,technology_software
"""Y'a quelqu'un ?... Ici l'espace""",Promesse dâ€™une Ã©vasion extraordinaire Ã  travers lâ€™imagination de deux artistes lors d'une exposition Ã©tonnante hors du temps.,350,30,43.676647,4.627777,art,conceptual art,1,30,art_conceptual art
Josh Lyness Ceramics Pottery Wheel & Classes Make your own!,"In exchange for helping fund my first wheel, you will get a one to one 90 minute lesson to make your own functional pots to take home!",1000,14,53.854026,-7.139915,crafts,pottery,1,14,crafts_pottery
Samsung Gear VR Head Mounted Display Adapter by HFHeadgear,A Hands Free Headgear head mounted display adapter that supports the Samsung Gear VR viewer for comfortable extended 3-D/VR viewing.,7500,30,41.994194,-88.2923,technology,wearables,0,0,technology_wearables
The Star City Murders,A team of Detectives hunt a serial killer in the dark world of Star City.  It's a race against time to find the killer before...,17000,37,34.092809,-118.328661,film & video,thrillers,1,37,film & video_thrillers
Voxel Quest,A Role Playing Simulation With Emergent AI,30000,30.04166667,32.715738,-117.161084,games,video games,1,30.04166667,games_video games
LP Short Film,LP (Long Play) is a 20 minute short film that explores the topic of how difficult it is for a rock band to become successful,2200,60,40.416775,-3.70379,film & video,horror,0,0,film & video_horror
William Night's World,I am a singer songwriter from Nashville Tennessee. I make music and most of its free. I invite you to be part of my journey in music!,2000,45,36.162664,-86.781602,music,pop,0,0,music_pop
TXT,TXT is uniquely designed book that explores the interpretation of text messages using images.,3000,22.38434028,-37.813628,144.963058,photography,photobooks,0,0,photography_photobooks
"One-Take Cover Video: ""Waterfalls"" by TLC","Featuring Tamlyn Tomita, Lynn Chen, Phil Yu, & guests. Playing toy instruments, typewriter, plastic jug, & stuff.",1000,8.43025463,34.052234,-118.243685,film & video,music videos,1,8.430439815,film & video_music videos
The Wag's new CD: We Carry On - presale with fun rewards!,The Wag's new CD: We Carry On - presale with fun rewards!  This will be the first new Wag CD in 5 years with our new lineup!,1000,60.04166667,40.486216,-74.451819,music,pop,1,60.04166667,music_pop
Protonic Studios Mobile Apps: Place the Plate,A mobile development group that is passionate about bringing high quality games back to the app store.,400,30,32.609857,-85.480782,games,mobile games,0,0,games_mobile games
"For Purpose Kids- Where Conversations That Matter, Begin.",Toolkits & Book Club to help you start kid-friendly conversations that matter.,15000,30.71016204,33.849182,-118.388408,publishing,children's books,1,30.71016204,publishing_children's books
TAPP',The innovative catering industry app !,31900,30,51.641348,5.352881,technology,apps,0,0,technology_apps
The Lucid Distortion,Two sisters collaborating together to join painting and photography for their first exhibition.,1500,40,32.776475,-79.931051,art,mixed media,1,40,art_mixed media
Let's Do This! First Album!,"This is the music I've wanted to share my whole life, beautifully and lovingly curated over the last two years. Holding back nothing!",4550,31.25884259,44.977753,-93.265011,music,country & folk,1,31.25884259,music_country & folk
Virtual Shoe Closet - VSC,"VSC is a visually stunning website that will provide women with a virtual shoe closet. VSC, where your shoes go when they are online...",250000,60,26.007765,-80.296256,technology,web,0,0,technology_web
FEATURE FILM - GHOST PAPER: THE OTHER SIDE,We are a crew of extremely passionate film makers who want to bring you guys a full length feature film!,1000,45,43.653226,-79.383184,film & video,horror,0,0,film & video_horror
Nothing,"This is an art project to have my dream realized.  Sponsor this, and you'll see my art spread throughout the world.",1,30,33.951935,-83.357567,art,conceptual art,1,30.00003472,art_conceptual art
The Carmelo Project,A message of God's Love . It's the sound of the garden of God interpreted through instrumental pop jazz,10000,45.67766204,40.73047,-73.951503,music,jazz,1,45.67766204,music_jazz
Nai and J Music: Debut Album,Naomi and Joel Tanasychuk are entering the world of Christian Worship music with their debut album: Mountains & Valleys.,3500,29.78826389,53.546124,-113.493823,music,faith,1,29.78826389,music_faith
Yes CaCao: Feel The Yes,Food You Can Feel: Yes CaCao Botanical Chocolate as a delivery system for a daily dose of vibrant health. Make a Wish & Take a Bite.,36000,34.54215278,37.804351,-122.271164,food,vegan,1,34.54216435,food_vegan
